Hash;Publication Date;Title;Description;Link
3dd0c57faf80bf8c5fc24d79cb67a497;Jan 13, 2015;If it needs to happen: Schedule it!;In the following guest post, Lisa Crispin argues the benefits of scheduling anything that's important.;https://www.mountaingoatsoftware.com/blog/if-it-needs-to-happen-schedule-it
5e5c5cc3640dcabeba33850b28b35c4e;Jan 06, 2015;How I Work, and Use Scrum Personally;I’ve been asked a few times to comment on how I work, what it is I do to stay highly productive, …;https://www.mountaingoatsoftware.com/blog/how-i-work-and-use-scrum-personally
dcbd5fad30d2649822b27e4c1feed57d;Dec 16, 2014;5 Reasons Product Owners Should Let Teams Work Out of Order;A product owner hands 10 story cards to the team. The team reads them and hands the fifth and sixth …;https://www.mountaingoatsoftware.com/blog/5-reasons-product-owners-should-let-teams-work-out-of-order
6e4e667cf7c5ac92fc92aca8e4bd2e46;Dec 09, 2014;Who Picks the Sprint Length on a Scrum Team?;Of course, the answer is the whole team – that collective of ScrumMaster plus product owner plus …;https://www.mountaingoatsoftware.com/blog/who-picks-the-sprint-length-on-a-scrum-team
344d728ab7fb37023f166765212aaa8b;Dec 02, 2014;ScrumMasters Should Not Also Be Product Owners;Hey, ScrumMaster: Step away from the index cards! You should not be a team’s product owner if you …;https://www.mountaingoatsoftware.com/blog/scrummasters-should-not-also-be-product-owners
546244a54927e1b4d67ff9eccfc56b8b;Nov 18, 2014;Are Vanity Metrics Really All That Bad?;I have a bit of a problem with all the hatred shown to so-called vanity metrics.;https://www.mountaingoatsoftware.com/blog/are-vanity-metrics-really-all-that-bad
18bd48638916146423b2206273e5dcef;Nov 11, 2014;Agile Needs to Be Both Iterative and Incremental;Scrum, like all of the agile processes, is both iterative and incremental. Since these words are …;https://www.mountaingoatsoftware.com/blog/agile-needs-to-be-both-iterative-and-incremental
3022391cc8791a1b459046384269784c;Nov 04, 2014;Why I Prefer Capacity-Driven Sprint Planning;The problem with velocity-driven sprint planning is that velocity is simply too variable to be …;https://www.mountaingoatsoftware.com/blog/why-i-prefer-capacity-driven-sprint-planning
d9d626add29d2f8141cd38c77e541349;Oct 28, 2014;Capacity-Driven Sprint Planning;There are two primary ways for planning a sprint: velocity-driven sprint planning and …;https://www.mountaingoatsoftware.com/blog/capacity-driven-sprint-planning
e761177d2cdeee90930f1da63a4366bd;Oct 21, 2014;Velocity-Driven Sprint Planning;There are two general approaches to planning sprints: velocity-driven planning and capacity-driven …;https://www.mountaingoatsoftware.com/blog/velocity-driven-sprint-planning
8194c7c482786776895b9726613e6d26;Oct 07, 2014;What Is Quality?;Agile teams build high-quality products. Agile team members write high-quality code. Agile teams …;https://www.mountaingoatsoftware.com/blog/what-is-quality
033714f8c29fade6507ba98bb714df99;Sep 30, 2014;Handling Requests for Unnecessary Artifacts;“Working software over comprehensive documentation.” You’ve certainly seen...;https://www.mountaingoatsoftware.com/blog/handling-requests-for-unnecessary-artifacts
93e67f0b3c972e8c015ad75dc45f81f4;Sep 23, 2014;Critiquing One of My Own Real User Stories;In case you haven’t noticed, a few months ago we launched Front Row Agile, a site dedicated to …;https://www.mountaingoatsoftware.com/blog/critiquing-one-of-my-own-real-user-stories
d8f389418bb8113d2e8cc8b03f941e1a;Sep 16, 2014;Don’t Equate Story Points to Hours;I’ve been quite adamant lately that story points are about time, specifically effort. But that does …;https://www.mountaingoatsoftware.com/blog/dont-equate-story-points-to-hours
022c41847aa9cc32741ec3f8ffbc0700;Sep 09, 2014;The Main Benefit of Story Points;If story points are an estimate of the time (effort) involved in doing something, why not just …;https://www.mountaingoatsoftware.com/blog/the-main-benefit-of-story-points
5ae0900dee85658ed4ad33f230a6e2ea;Sep 02, 2014;Story Points Are Still About Effort;Story points are about time. There, I’ve said it, and can’t be more clear than that. I’ve written …;https://www.mountaingoatsoftware.com/blog/story-points-are-still-about-effort
98e2ce8b5993fad00e319c0f43a41d71;Aug 20, 2014;The Agile Household: How Scrum Made Us a Better Family;Martin Lapointe shares how he and his family used Scrum to manage their recent relocation from …;https://www.mountaingoatsoftware.com/blog/the-agile-household-how-scrum-made-us-a-better-family
98b77597e529e305413b5a27ad376567;Aug 19, 2014;Now vs. Not-Now Prioritization Along with Medium-Term Goals;In last month’s newsletter I wrote about how we make personal financial decisions in a now vs. …;https://www.mountaingoatsoftware.com/blog/not-vs-not-now-prioritization-along-with-medium-term-goals
1361395f46aefe8389b6549826b64100;Aug 14, 2014;Rely on Specialists, but Sparingly;Last week, I talked about the concept of equality on an agile team. I mentioned that one meaning of …;https://www.mountaingoatsoftware.com/blog/rely-on-specialists-but-sparingly
4cbabf38f296796de7ff5d381dff65ee;Aug 05, 2014;Equality for All Agile Team Members?;Differences are necessary for self-organization to occur because otherwise, any organization that …;https://www.mountaingoatsoftware.com/blog/equality-for-all-agile-team-members
5babe5e5e420cb2462d1bd51d5c2f7f5;Jul 29, 2014;Ray Bradbury on the Benefits of Short Releases;In 2001, author Ray Bradbury gave a talk at the annual Writer’s Symposium by the Sea in San Diego. …;https://www.mountaingoatsoftware.com/blog/ray-bradbury-on-the-benefits-of-short-releases
6848791c1fbbe744ded1acefcb14e15c;Jul 22, 2014;My Primary Criticism of Scrum;On the first day of my Certified ScrumMaster course, we go over the agenda for the two days. I …;https://www.mountaingoatsoftware.com/blog/my-primary-criticism-of-scrum
a79fa0974cc3b292985a19a9eb22279e;Jul 15, 2014;Simplify Prioritization into “Now” and “Not Now”;I think I’d like to buy a big-screen plasma television. And maybe after that, a new amplifier for …;https://www.mountaingoatsoftware.com/blog/simplify-prioritization-into-now-and-not-now
39af2c8285c0d411e9d5c89f1cd469a0;Jul 08, 2014;Choose Backlog Items That Serve Two Purposes;I've been playing a fair amount of Go lately. If you're not familiar with Go, it's a strategy game …;https://www.mountaingoatsoftware.com/blog/choose-backlog-items-that-serve-two-purposes
c43691a5f5e9ee8ca5ca1c069317bfc9;Jul 01, 2014;Adding Decorated User Roles to Your User Stories;When writing user stories there are, of course, two parts: user and story. The user is embedded …;https://www.mountaingoatsoftware.com/blog/adding-decorated-user-roles-to-your-user-stories
8a36584a3de83edf4f5ad87ff7c299bf;Jun 24, 2014;Teams Should Go So Fast They Almost Spin Out of Control;Yes, I really did refer to guitarist Alvin Lee in a Certified Scrum Product Owner class last week. …;https://www.mountaingoatsoftware.com/blog/teams-should-go-so-fast-they-almost-spin-out-of-control
e82b67e06e3412a80255d77e99259625;Jun 17, 2014;4 Tips for Spring Cleaning Your Product Backlog;It's May, and we're well into spring now. If you're like me, you haven't yet done your annual …;https://www.mountaingoatsoftware.com/blog/4-tips-for-spring-cleaning-your-product-backlog
5674396bf4638c22792509e47453c6d4;Date is not found!;Introduction to Scrum PPT;You may have heard Scrum is one of the leading agile software development processes. With more than …;https://www.mountaingoatsoftware.com/presentations/an-introduction-to-scrum
2db449dbc5f2925b9dc93b24c0a5fc19;Jun 03, 2014;Schedule vs. Cost: The Tradeoff in Agile;Just because a shorter schedule is more important most of the time, does not mean it is more …;https://www.mountaingoatsoftware.com/blog/schedule-vs-cost-the-tradeoff-in-agile
28a1425e2c6179f2c0dbf8755f606df9;May 27, 2014;The One True Way to Be Agile;There are two equally convenient routes from my house to the airport. The fastest is to take a toll …;https://www.mountaingoatsoftware.com/blog/the-one-true-way-to-be-agile
e1026c824db026679ea0952cf8b1ad04;May 20, 2014;Paying the Cost for More Precise Estimates;I have no problem with a boss who asks a team to provide an estimate for how long a huge set of …;https://www.mountaingoatsoftware.com/blog/paying-the-cost-for-more-precise-estimates
35ff50a26f13920827a8d1aeb5b86254;May 06, 2014;4 Reasons to Include Developers in Story Writing;Participants in my Certified ScrumMaster courses are often surprised when I recommend that …;https://www.mountaingoatsoftware.com/blog/4-reasons-to-include-developers-in-story-writing
3955f4863eaac4a38af93774bc695cf8;Apr 29, 2014;2 Times to Play Planning Poker and 1 Time Not To;I recommend using Planning Poker on product backlog items rather than on the tasks that make up a …;https://www.mountaingoatsoftware.com/blog/2-times-to-play-planning-poker-and-1-time-not-to
da82fdbde8af0374e72304088399060c;Apr 22, 2014;Be Here Now;I'm a child of the '60s, but only in the literal sense. I was born in 1962, so while I was alive …;https://www.mountaingoatsoftware.com/blog/be-here-now
19d92361832e4f2edc351f6eef9a973c;Apr 15, 2014;Building a Product Users Want: From Idea to Backlog with the Vision Board;Vision and Backlog;https://www.mountaingoatsoftware.com/blog/building-a-product-users-want-from-idea-to-backlog-with-the-vision-board
b08b53e9fbcb31e8c9f11e33a0d2a407;Apr 01, 2014;Introducing the LAFABLE Process for Scaling Agile;Over the last year or so, scaling agile and Scrum have become very popular topics. A variety of …;https://www.mountaingoatsoftware.com/blog/introducing-the-lafable-process-for-scaling-agile
6cb41ef0929bb8d200e0d2728447a75b;Mar 25, 2014;3 Roles That Need to be Involved in Agile Estimating with Planning Poker;All of a Scrum team’s members should be present when playing Planning Poker. You may be tempted to …;https://www.mountaingoatsoftware.com/blog/3-roles-that-need-to-be-involved-in-agile-estimating-with-planning-poker
e9a92107d1ebaec609e1b60cab064335;Mar 18, 2014;Know Exactly What Velocity Means to Your Scrum Team;To see how this applies to an agile project, consider the issue of whether a team should earn …;https://www.mountaingoatsoftware.com/blog/know-exactly-what-velocity-means-to-your-scrum-team
f1c4a1807c084a64bbbabb1e49444eeb;Feb 25, 2014;Making the Decision to Abnormally Terminate a Sprint;It's always good to have a Plan B. And all Scrum teams do--it's called an abnormal termination.;https://www.mountaingoatsoftware.com/blog/making-the-decision-to-abnormally-terminate-a-sprint
b1fe2d689be162d81279336ae5179728;Feb 20, 2014;Six Times Two Plus One Equals a Good Project Cadence;In last month's newsletter I wrote about the idea that everything happens within a sprint. There is …;https://www.mountaingoatsoftware.com/blog/six-times-two-plus-one-equals-a-good-project-cadence
8ddd5e3e605f46ae0ff0378b8a903e64;Feb 12, 2014;Unfinished Work at the End of a Sprint is Not Evil;I guess I angered a few Scrum purists recently when I said that it's OK for an experienced team to …;https://www.mountaingoatsoftware.com/blog/unfinished-work-at-the-end-of-a-sprint-is-not-evil
b9a4f9778f4b653ac9497532835afafa;Jan 22, 2014;Only Show Finished Work During a Sprint Review—Maybe;I was at dinner years ago with my wife, a friend and his girlfriend. After the main course, our …;https://www.mountaingoatsoftware.com/blog/only-show-finished-work-during-a-sprint-review-maybe
742f772702af5bed26aabceefbf22bdb;Jan 15, 2014;Using Vertical Slicing and Estimation to Make Business Decisions at Adobe;I recently helped to facilitate a two-day planning session for an important initiative at Adobe …;https://www.mountaingoatsoftware.com/blog/using-vertical-slicing-and-estimation-to-make-business-decisions-at-adobe
4ce340449c238b6d7e0b7d853ebd43d5;Jan 08, 2014;Placing Rules on Self-Organizing Teams;Many of the challenges in agile and Scrum stem from the idea of the self-organizing team. Of …;https://www.mountaingoatsoftware.com/blog/placing-rules-on-self-organizing-teams
ab21dc56756d2497bd59d212d787f44a;Jan 02, 2014;New Year’s Resolutions for ScrumMasters and Product Owners;Happy New Year! It's resolution time. A ScrumMaster may want to resolve to praise the team more often.;https://www.mountaingoatsoftware.com/blog/new-years-resolutions-for-scrummasters-and-product-owners
76d466d0ff83f8aa3992e1da03fb32b1;Dec 17, 2013;Don’t Take Partial Credit for Semi-Finished Stories;Accurate measures of a Scrum team's velocity don't include partial credit for user stories that …;https://www.mountaingoatsoftware.com/blog/dont-take-partial-credit-for-semi-finished-stories
810fe5b648a4c03eeb26a35772a4b7e4;Dec 09, 2013;Top Ten Gifts For the ScrumMaster In Your Life;If you're like me, you're late in starting your shopping this year, whether it's for Hanukkah, …;https://www.mountaingoatsoftware.com/blog/top-ten-gifts-for-the-scrummaster-in-your-life
0e31e5b46496f382f74170dbee5f79ca;Nov 19, 2013;How to Be Sure You’ve Thought of Everything;A common question I get is how can a product owner (or team) be sure they've thought...;https://www.mountaingoatsoftware.com/blog/how-to-be-sure-youve-thought-of-everything
81fcef64ca2d3631863628d1f8e7c73a;Oct 15, 2013;Root Cause Analysis of the Failure of Root Cause Analysis;I woke one morning last week to a flat tire. Always frustrating,...;https://www.mountaingoatsoftware.com/blog/root-cause-analysis-of-the-failure-of-root-cause-analysis
da471003cb4ea193e80c9105a2dea016;Oct 09, 2013;Research on Combining Agile with Waterfall;An issue facing many agile teams is how they can coexist with non-agile teams within the same …;https://www.mountaingoatsoftware.com/blog/research-on-combining-agile-with-waterfall
cdd32757f1b3c2cc90dcccd0c539ffda;Oct 02, 2013;My Favorites for Team Movie Day;One of my favorite movie scenes comes in The Untouchables when mobster Al Capone (played by Robert …;https://www.mountaingoatsoftware.com/blog/my-favorites-for-team-movie-day
caf772eff85d7a6539475982ff7e39fa;Sep 17, 2013;Assigning Story Points at the Right Time—Or Not at All;As much as I value estimating the product backlog, not every team needs to do it. And those who do …;https://www.mountaingoatsoftware.com/blog/assigning-story-points-at-the-right-time-or-not-at-all
9b15d2d842330ac379dc38bd7729852d;Sep 12, 2013;Product Backlog Bankruptcy!;Humans are natural hoarders and that’s why we often find ourselves in Backlog bedlam!;https://www.mountaingoatsoftware.com/blog/product-backlog-bankruptcy
162ef7499ec22ae4cd06063b860ca570;Sep 05, 2013;Scrum Shortcuts without Cutting Corners;Whether you're a month, a year or decade into Scrum, I'm certain you'll find shortcuts in this book …;https://www.mountaingoatsoftware.com/blog/scrum-shortcuts-without-cutting-corners
d59d5e7bf0b3baed047011b0bab4fd9c;Aug 28, 2013;Thinking about the Word ‘Boss’;Personally, I don't mind whether I've been called big cheese or manager. Call me whatever you want. …;https://www.mountaingoatsoftware.com/blog/thinking-about-the-word-boss
0d18d7ae2cac8bd53c9c8f903cbef8a7;Aug 20, 2013;One of a Kind Beats Three of a Kind;I worked with a team last week that had three business people who each established the team's …;https://www.mountaingoatsoftware.com/blog/one-of-a-kind-beats-three-of-a-kind
e0353fdeadcb0e9c47602e48ff33347b;Date is not found!;Scrum Shortcuts without Cutting Corners: Agile Tactics, Tools, & Tips;Rather than a conventional review, here is the foreword I was asked to write for this …;https://www.mountaingoatsoftware.com/reviews/scrum-shortcuts-without-cutting-corners-agile-tactics-tools-tips
cde9be0948aafbd22912201c97b52b9d;Date is not found!;Agile Planning and Project Management;In this session we will shatter the myth that agile teams can't plan. We'll start by looking at the …;https://www.mountaingoatsoftware.com/presentations/agile-planning-and-project-management
68fbddd4b8f5d36ba696f4c45f02630f;Jul 25, 2013;How to Estimate Velocity As an Agile Consultant;Many of you work in a dedicated in-house team, but some of you contract with companies for Scrum …;https://www.mountaingoatsoftware.com/blog/how-to-estimate-velocity-as-an-agile-consultant
ad2ff4d6983f176bb376f2ee4741ac52;Jul 18, 2013;When You Miss the Point of Sprint Planning Meetings;In a recent interview for an upcoming agile book by Sondra Ashmore and Kristin Runyan, they asked …;https://www.mountaingoatsoftware.com/blog/when-you-miss-the-point-of-sprint-planning-meetings
eeed5b6afc976d5bba5a839d405e629f;Jul 16, 2013;Providing Feedback to Team Members;Even if you've taken the often stated agile stance of getting rid of periodic performance reviews …;https://www.mountaingoatsoftware.com/blog/providing-feedback-to-team-members
5b949e63dff70a2d5221508b9bb9a731;Jul 10, 2013;How Can We Get the Best Estimates of Story Size?;I was recently interviewed for an upcoming agile textbook written by Sondra Ashmore and Kristin …;https://www.mountaingoatsoftware.com/blog/how-can-we-get-the-best-estimates-of-story-size
d5ffb08fc165c6c8ebe9400669d05654;Jul 03, 2013;Backlog Grooming: Who Should Attend and How to Maximize Value;I was recently interviewed for an upcoming agile textbook written by Sondra Ashmore and Kristin …;https://www.mountaingoatsoftware.com/blog/backlog-grooming-who-should-attend-and-how-to-maximize-value
00799b25ad4f782234233c6fdf9c7bdc;Jun 26, 2013;Names Should Not Be Needed for User Stories;I've never been a fan of naming user stories. Stories should generally be short enough that naming …;https://www.mountaingoatsoftware.com/blog/names-should-not-be-needed-for-user-stories
1602e1e9c4dc37b4933bfd4e2bac31be;Jun 19, 2013;Sprint Burndown Sums All Work Remaining;A sprint burndown chart shows only one thing: How much work remains.;https://www.mountaingoatsoftware.com/blog/sprint-backlog-sums-all-work-remaining
9337fc84705700b73cac489869d79df2;Jun 11, 2013;Three Tips for New ScrumMasters;They say an ounce of prevention is worth a pound of cure—this adage definitely applies to new …;https://www.mountaingoatsoftware.com/blog/three-tips-for-new-scrummasters
eb4889ce09de24c87c2f2ea0ccc65513;May 20, 2013;Hard to Read Handwriting Is Best for User Stories;I've always been envious of those with nice handwriting or even distinctive printing. I've always …;https://www.mountaingoatsoftware.com/blog/hard-to-read-handwriting-is-best-for-user-stories
584e28529d9a6714bb69fe4358eb3ccd;May 14, 2013;What Topics Would You Like Mike Cohn to Cover?;I’m always looking to help people solve their toughest or most nagging problems – and sometimes …;https://www.mountaingoatsoftware.com/blog/what-topics-would-you-like-mike-cohn-to-cover
34c6110a2f7af80adad92b6904fb1785;May 07, 2013;Mike Cohn Speaking at Agile 2013 in Nashville, TN;I'm going to be speaking at Agile 2013 in Nashville this summer. My 75-minute session will be part …;https://www.mountaingoatsoftware.com/blog/mike-cohn-speaking-at-agile-2013-in-nashville-tn
d06c260e18fbec377a4c51b08f786d90;May 07, 2013;Breaking the Daily Scrum Time Box;One of my favorite things to hear about during this part of a daily scrum is how team members in a …;https://www.mountaingoatsoftware.com/blog/breaking-the-daily-scrum-time-box
e42765e1215a623d98b168a1e8288525;Apr 03, 2013;Avoid Taking Notes During the Daily Scrum;If you do want to take notes, I recommend writing the note on a whiteboard or some place where …;https://www.mountaingoatsoftware.com/blog/avoid-taking-notes-during-the-daily-scrum
d159dfc0df0137bd30919a02b6221cd0;Apr 02, 2013;Estimating with Tee Shirt Sizes;I occasionally encounter the use of t-shirt sizes (Small, Medium, Large, or so on) in use as …;https://www.mountaingoatsoftware.com/blog/estimating-with-tee-shirt-sizes
59408a3d9a4b3d3502c9be7dee768a4f;Mar 25, 2013;Be Quick but Don’t Hurry;It’s one of my favorite times of the year: March Madness. (For non-Americans: That means college …;https://www.mountaingoatsoftware.com/blog/be-quick-but-dont-hurry
2926323435485a61ebf96241c8e60ee8;Mar 05, 2013;Using Scrum on an Analysis Project;Just the right amount of urgency can generate greater creativity.;https://www.mountaingoatsoftware.com/blog/using-scrum-on-an-analysis-project
8bf5476c8ac78bf81e92af8a06e015b9;Mar 04, 2013;When Action Leads to the Wrong Result;Putting action off even further could reveal even more information, and more information could …;https://www.mountaingoatsoftware.com/blog/when-action-leads-to-the-wrong-result
7144635f9b98a02cc8ea6d1ba2d32d9d;Feb 26, 2013;Sprint Zero: A Good Idea or Not?;One of the biggest problems with having a sprint zero is that it establishes a precedent that there …;https://www.mountaingoatsoftware.com/blog/sprint-zero-a-good-idea-or-not
50b1786696577464a4b06f877562ef5f;Feb 13, 2013;Looking for the Perfect Valentine’s Day Gift?;Get your signficant other what they really want: over three hours of tips on how to estimate and …;https://www.mountaingoatsoftware.com/blog/looking-for-the-perfect-valentines-day-gift
08b8a5fa86de49ef20937f6e093fa488;Feb 11, 2013;Number, Name, Date-Stamp or Sing Your Sprints;One of the most creative things I've seen teams do is pick a theme song for the sprint.;https://www.mountaingoatsoftware.com/blog/number-name-date-stamp-or-sing-your-sprints
91214373fa9a39f96139cebc4484cb8c;Feb 06, 2013;The Product Owner in a Sprint Retrospective;Is your agile team excluding the Scrum product owner from your sprint retrospectives? Check out …;https://www.mountaingoatsoftware.com/blog/the-product-owner-in-a-sprint-retropsective
a06ea4447371a7f1ed9559ee42ef7f26;Jan 14, 2013;Selecting the Right User Role;It is sometimes beneficial to write stories for someone other than the user.;https://www.mountaingoatsoftware.com/blog/selecting-the-right-user-role
2db43c965449ff18bc1605e6f8c42e06;Jan 10, 2013;The Key to Success in Agile Metrics;It's a new year--that fabled time of midnight parties, resolutions, and, for us Americans, football …;https://www.mountaingoatsoftware.com/blog/the-key-to-success-in-agile-metrics
2f3e44ddff2437a609c0a15659214481;Date is not found!;Just Start: Take Action, Embrace Uncertainty, Create the Future;I've never been a big fan of the Shewhart or Deming cycle of Plan-Do-Check-Act. Sure, it works fine …;https://www.mountaingoatsoftware.com/reviews/just-start-take-action-embrace-uncertainty-create-the-future
4e91dc16f34474b84b52e5e4a9845e34;Dec 17, 2012;Two Examples of Splitting Epics;A Scrum trainer recently asked for a couple of good, real examples of large user stories (epics) …;https://www.mountaingoatsoftware.com/blog/two-examples-of-splitting-epics
e6d1cc7ef20cc8db92a2db19d02f8e27;Nov 30, 2012;Overheard During a Customer Conversation About Estimates;Estimating is a way of buying knowledge. If having the additional knowledge will lead to different …;https://www.mountaingoatsoftware.com/blog/overheard-during-customer-conversation-about-estimates
3279e9dd8640fc9a082c38b6403e7b41;Nov 07, 2012;Agile Teams and Risk Management;Ahh, it's fall. Not only does it bring the return of great, cooler weather but it ...;https://www.mountaingoatsoftware.com/blog/agile-teams-and-risk-management
9c519897b208011896ea53104f72a5bf;Nov 05, 2012;Origins of the Mountain Goat Name;I've been remiss in blogging as often as I should. I'm sorry and promise to do better. On the …;https://www.mountaingoatsoftware.com/blog/origins-of-the-mountain-goat-name
6529a97cd1f1eb7156891d5885ead1a9;Date is not found!;GASPing Toward the Future: A Look at What’s In Store for Scrum;Scrum has never sat still. It evolves. One team tries something new, and it works so another team …;https://www.mountaingoatsoftware.com/presentations/gasping-toward-the-future-a-look-at-whats-in-store-for-scrum
acf35b63dd3e5fb70171386257b26eb3;Sep 13, 2012;A Weighty Matter for the Daily Scrum;The problem of some individuals rambling on and on and on and on ... during the daily scrum has …;https://www.mountaingoatsoftware.com/blog/weighty-matter-daily-scrum
910bbea0133fd8c706f461a211423f80;Date is not found!;Reported Benefits of Agile;This presentation summarizes a great deal of research on the benefits of becoming agile. Included …;https://www.mountaingoatsoftware.com/presentations/reported-benefits-of-agile
6a38586d2d9b5cef155352435a334c74;Date is not found!;The PMI-ACP Exam: How to Pass On Your First Try;I was looking forward to reading this book. I haven't paid much attention to the PMI-ACP initiative …;https://www.mountaingoatsoftware.com/reviews/the-pmi-acp-exam-how-to-pass-on-your-first-try
ca4aa86e2d776796050640c91e7300a4;Aug 19, 2012;Release Planning: Retiring the Term but not the Technique;It may be time to retire the phrase release planning from the Scrum or agile vocabulary.;https://www.mountaingoatsoftware.com/blog/release-planning-retiring-term-not-technique
bed58c79d71cf92c52598bd4afc79f81;Date is not found!;Essential Scrum: A Practical Guide to the Most Popular Agile Process;The book is a comprehensive overview of Scrum. It goes from the principles of agile through the …;https://www.mountaingoatsoftware.com/reviews/essential-scrum-a-practical-guide-to-the-most-popular-agile-process
a341e6f127ba9e4342f1637484c940dc;Jul 30, 2012;Let’s Save that Discussion for the Sixteenth Minute;Many teams struggle with keeping the daily scrum short. Some teams even exceed the standard …;https://www.mountaingoatsoftware.com/blog/lets-save-that-discussion-for-the-sixteenth-minute
dbc2aa747006d29348f672d046e3d207;Jul 10, 2012;Handling Requirements from Architects Outside the Team;An organization's Wise Architects often provide requirements to a team in the form of …;https://www.mountaingoatsoftware.com/blog/handling-requirements-architects-outside-team
f690731953773b453604a4b050be26cb;Jul 02, 2012;Scrum and Project Governance;Unfortunately, in many companies, we see an inconsistency between project governance and project management.;https://www.mountaingoatsoftware.com/blog/scrum-and-project-governance
19c5d1e11057de9c8237780832787bec;Jun 28, 2012;The Rules vs. The Generally Accepted Practices of Scrum;Does a team have to work with user stories to do Scrum? Of course not.;https://www.mountaingoatsoftware.com/blog/rules-versus-generally-accepted-practices-scrum
a00fabaca83e6c3caca7d6c041deabd4;Date is not found!;ADAPTing to Agile for Continued Success;You believe that agility is right for your team and for your business. You’ve implemented Scrum or …;https://www.mountaingoatsoftware.com/presentations/adapting-to-agile-for-continued-success
8bb7b6dee8c44ff971ce4b91c22eb30f;Date is not found!;Agile Product Management;The vast majority of what has been written about agile processes is intended for programmers and …;https://www.mountaingoatsoftware.com/presentations/agile-product-management
ca5dbf9bbeaec03b71146f6ae2c0478d;Date is not found!;Experiencing Agility From Requirements to Planning;You know that before the development team writes their first line of code, they need a funded …;https://www.mountaingoatsoftware.com/presentations/experiencing-agility-from-requirements-to-planning
5f0c56fcbee137d28698de23093f2b6c;Date is not found!;Transitioning to Agile;You believe an agile software development method might be the right answer for your team or …;https://www.mountaingoatsoftware.com/presentations/transitioning-agile
1ae65a1ec8a0fc8d9200bb88945d21c5;Date is not found!;Succeeding with Agile;Too many teams view planning as something to be avoided, and too many organizations view plans as …;https://www.mountaingoatsoftware.com/presentations/succeeding-with-agile
10238d31884c87c9dd7555baf2d25773;Date is not found!;Self-Organization & Subtle Control: Friends or Enemies?;Agile leaders and managers have difficulty coming to grips with their role on self-organizing …;https://www.mountaingoatsoftware.com/presentations/self-organization-subtle-control-friends-or-enemies
6ef5b200e60d481601b64e8e5fbf4cbb;Date is not found!;Selecting a Development Process;With so many agile processes available, it can be hard to tell what is right for you. When the …;https://www.mountaingoatsoftware.com/presentations/selecting-a-development-process
ed45ba7e3e684d372f63b0017bb2f8b8;Date is not found!;Agile Distributed Teams - Scaling Agile;The early agile literature was adamant about two things: stick with small teams and put everyone in …;https://www.mountaingoatsoftware.com/presentations/scaling-agile-and-working-with-a-distributed-team
2eee528eac1f923f1ed9b73b7a16b180;Date is not found!;Project Economics;Building the right product at the right time is just as important as building a quality product. …;https://www.mountaingoatsoftware.com/presentations/project-economics
8f87be55d6194e5b3d969c824b1f5ffc;Date is not found!;Prioritizing Your Product Backlog;The biggest risk to most projects is building the wrong product. Regardless of how fast your agile …;https://www.mountaingoatsoftware.com/presentations/prioritizing-your-product-backlog
8d067d31d89b88f3a587ba6d7c7347a3;Date is not found!;Planning for Contract Agile Projects;Maybe you work for a vendor who must bid for work in response to an RFP. Or perhaps your company …;https://www.mountaingoatsoftware.com/presentations/planning-for-contract-agile-projects
f5dca847964531307fd0d8e51551d59c;Date is not found!;Leading a Self-Organizing Team;One of the challenges of agile development is coming to grips with the role of leaders and managers …;https://www.mountaingoatsoftware.com/presentations/leading-a-self-organizing-team
c6fe7f1b7628a8be287e0723aed67d9a;Date is not found!;Introduction to User Stories;The technique of expressing requirements as user stories is one of the most broadly applicable …;https://www.mountaingoatsoftware.com/presentations/introduction-to-user-stories
6a4e3f3ce8e9e59695b34a53ae355e09;Date is not found!;Overcoming Waterfallacies & Agilephobias;You’ve heard all the hype about agile software development processes, but you are left wondering, …;https://www.mountaingoatsoftware.com/presentations/overcoming-waterfallacies-agilephobias
773c163e15b8a643f244fd4950dec544;Date is not found!;Incorporating Learning and Expected Cost of Change;Product owners are typically asked to prioritize based on the nebulous term “business value.” But …;https://www.mountaingoatsoftware.com/presentations/incorporating-learning-and-expected-cost-of-change
c4927ed49c1234e129d7c7347e4cafd6;Date is not found!;Becoming an Effective Product Owner;The vast majority of what has been written about agile processes is intended for programmers and …;https://www.mountaingoatsoftware.com/presentations/becoming-an-effective-product-owner
04a1415284f84caff3041289f69f8a17;Date is not found!;Assessing Your Agility;Are you curious how “agile” your organization is? Do you wonder how you compare with other …;https://www.mountaingoatsoftware.com/presentations/assessing-your-agility
d75f39a71ea50b48c4fd6ae8f08359dd;Date is not found!;Agile Estimating and Planning;You’ve probably heard some people say, “Agile teams don’t plan.” Nothing could be further from the …;https://www.mountaingoatsoftware.com/presentations/agile-estimating-and-planning
0665ff73322e237b7c0054752df694fb;Date is not found!;Agile Estimating;Maybe you’ve heard about agile software development projects but aren’t sure if they allow for the …;https://www.mountaingoatsoftware.com/presentations/agile-estimating
c95a785253bc69f639aac057df1b09c4;Date is not found!;Agile and Scrum for Video Game Development;An agile process like Scrum has been applied successfully in many industries. But does it work for …;https://www.mountaingoatsoftware.com/presentations/agile-and-scrum-for-video-game-development
6da48e24cd399feb49ce9509bd7f2c96;Date is not found!;Agile and the Seven Sins of Project Management;Agile approaches to software development promise many advantages: shorter schedules, more …;https://www.mountaingoatsoftware.com/presentations/agile-and-the-seven-sins-of-project-management
